wins_life_expectancy,wins_infant_deaths,wins_alcohol,wins_measles,wins_bmi,wins_polio,wins_total_expenditure,wins_hiv_aids,wins_thinness_5_to_9_years,wins_schooling,status
76.214615384752,2,10.772025641075734,120,56.28617357005826,98.21952662711385,4.921242603382154,0.1,2.0617948717493335,15.364220907346871,0
78.38465677198458,0,13.059609693852119,0,54.584656771984584,98.26917903501926,6.7053297771204265,0.1,1.0,13.426917903501927,0
71.23553552805524,0,10.20374058190055,7,57.183167381447525,96.9625941809945,6.246907963348073,0.1,3.3,14.713092036651927,0
78.07695901873328,0,12.895130601248885,0,54.75391803746655,99.0,7.623181154326495,0.1,0.9743469937555752,13.425653006244426,0
80.3316888841274,0,10.064890948962889,65,61.758776184864445,88.54174601474074,8.365009521768888,0.1,0.4962523804422223,18.44667936235852,0
85.83122396671753,0,7.240823046708766,2,68.1584781062078,96.59429289827922,9.657448313500325,0.1,0.7,14.681141420344156,0
75.48266512728581,2,10.569599076371484,117,57.0175944582289,97.30400923628517,6.7070637418430294,0.1,2.3434669745428387,15.056533025457162,0
82.30410126996749,0,6.878359492013002,5,56.013437968052,98.53606751331166,9.700509030724016,0.1,1.3,15.907213502662334,0
81.29160159888946,0,6.220637974740016,3,59.77480479666838,94.94401065926307,9.162799467036846,0.1,0.7,17.59440106592631,0
76.51744181819106,0,10.729186000010166,0,58.674030909112474,96.60852727269646,7.79534909085364,0.1,1.5914727273035334,15.21744181819106,0
80.6155429907045,0,9.417179141856431,27,61.94177706048745,89.39802548834727,8.363980254883472,0.1,0.43980254883472747,19.0,0
73.74295210755604,0,9.950404290701382,0,51.985904215112065,98.11409578488794,5.783489348835862,0.1,1.6,13.56577126453362,0
86.45374048620481,0,9.395889053919882,597,64.135399418741,95.30249365746987,10.82407122097893,0.1,0.3302493657469869,18.485760782301224,0
78.41544370193172,0,11.063695747246815,2,55.45063385990247,93.6759507898537,9.754227814903413,0.1,1.135190157970741,16.66759507898537,0
73.1,2,11.523550007989554,10,55.77567666293821,95.0,5.387722332108268,0.1,3.4498066677319406,14.875676662938208,0
74.87345985539716,2,8.515954687967422,33,53.8954312404888,98.0,6.769645665898175,0.1,2.3609856925458206,15.23901430745418,0
78.95407874008029,0,10.706939694327437,83,57.882654932889224,93.19388605858738,4.68694969922619,0.1,0.8561222788282525,17.470410375232717,0
80.44678182274873,0,8.439095721815264,3,56.3757300025118,97.04678182274873,9.777952909867285,0.1,1.1570172734123099,16.08596545317538,0
79.96556933843924,0,11.555249151811227,0,58.34261556406539,96.0,7.278024809190622,0.1,0.9,13.5,0
75.51608381600965,0,10.29454551959372,0,56.33216763201932,99.0,8.126433764914172,0.1,1.3139860306650566,14.986013969334943,0
75.6554371393583,0,10.206737716385017,0,56.694029987754064,99.0,8.012665282390389,0.1,1.3,15.0,0
81.12030050857,0,8.573909847429,0,68.82706734476,99.0,9.880526429334001,0.1,0.7067668361900001,14.206766836189999,0
81.98340167354696,0,13.137144400706141,65,56.33705158750679,91.12350529168931,5.925111597403598,0.1,0.7258968249864164,17.04488668473656,0
81.13693853479721,0,7.26910165567553,0,57.310815604391614,95.91292356531471,9.000027579977617,0.1,0.9,18.036938534797205,0
84.76299649733434,0,9.41558451595451,0,58.93269013829871,95.0,9.237695778722061,0.1,1.3591373271266107,16.947105622344203,0
79.32930724142678,0,11.307030045691711,11,61.95003923016561,93.83320256611462,8.195440531684081,0.1,1.0124705773757907,16.937647113121045,0
80.77551405940807,0,10.10851985396009,40,62.38469628713005,97.0306074257399,5.217213997535892,0.1,0.7061214851479812,16.09387851485202,0
72.83369018393469,1,13.281657745401633,0,58.0176480058204,98.83422545983673,8.579519861582844,0.1,2.1165774540163276,15.183957821885707,0
81.10543018529997,0,6.759153819658809,38,59.546615003099234,94.10860370599943,9.066149479920384,0.1,0.6728490735001411,17.65430185299972,0
82.44490887447844,0,8.049522904522984,0,67.29995074296131,77.05017239963537,8.394515515967184,0.1,0.7,14.630004925703867,0
71.83592457106202,0,12.697879896403803,0,59.56760893493164,97.33804467465822,7.22550055034278,0.1,2.9,16.56690223373291,0
73.9321320098011,2,10.647179029688354,11,55.322622663399635,96.84918224400244,5.727574182460522,0.1,3.037704438999393,15.069836448800485,0
80.50588135009859,0,9.957059751158804,19,57.894117229207744,94.82353108316902,10.652939964702464,0.1,1.188235879109156,17.999998579306336,0
81.65373449270376,1,9.350177034665125,0,62.38392918613395,93.04707959854714,8.755260164965275,0.1,0.6,18.057628361307575,0
79.30911131753379,0,10.709957595790913,0,56.02725912164414,96.54543186940691,7.231854690254882,0.1,0.7727159347034527,14.136395382830333,0
80.81318068235434,0,9.664987427528098,0,63.46372522823781,89.24909242352754,1.9571879272921875,0.1,0.4743646964692797,18.82563530353072,0
78.19747828008329,2,8.4761210003568,132,59.35246874451009,97.02500529754066,7.439491417984126,0.1,1.6275058272947298,16.064992583443072,0
79.70975421242746,0,11.161980599801131,16,6.580640361723284,98.41921085169852,8.966723798094481,0.1,0.7419210851698519,15.719359638276716,0
81.10733957158935,0,10.121412834272853,76,6.624456073441825,95.7853208568213,8.82290691383483,0.1,0.7540760122403042,17.269567608310265,0
77.75195657755427,0,11.337543550820548,0,54.46754355082055,95.05195657755426,9.667402171122287,0.1,0.9740217112228657,16.442847764690306,0
82.17941729907605,1,7.583509398067756,0,64.23272554326462,95.85488720246387,9.399605260431176,0.1,0.6213721800615967,15.829812038644873,0
75.58054551285439,1,11.48658642631847,0,57.38122740392238,96.0,6.894095464749518,0.1,2.1993181089320126,14.778499839650427,0
76.3482758330224,0,12.898103037266852,0,51.57758625046641,87.81034584421627,6.887069295195848,0.1,0.7913795862872737,15.812068747667942,0
82.68705792847864,3,7.23494159102042,748,25.708233315584355,98.8352936465677,9.183881420204054,0.1,1.567058729313541,14.917646823283851,0
82.40280644161565,3,7.360963449302338,786,24.909354805385505,95.02806441615652,8.352338701346376,0.1,1.4669784935128503,14.90093548053855,0
86.48649698862273,0,11.39405478920359,1,59.29729939772455,96.0,7.597295511934136,0.1,0.9,13.748649698862273,0
76.15113211652992,1,10.226333733885038,83,52.42714020330551,91.27140203305513,3.567931155205828,0.1,2.3674472735535437,14.648061414049605,0
82.32389179530264,0,10.074200540573198,172,56.92781003864114,95.59023745169857,11.263358822351448,0.1,0.2795118725849287,16.230250675716498,0
77.57193457016378,0,11.62014568372652,0,5.936650976554388,95.38915039076021,9.057240527353214,0.1,0.6366509765543877,16.103160742098265,0
74.2759163709903,0,10.249895463737882,0,53.56754004044669,99.0,7.333141459693214,0.1,1.5,14.239790927475765,0
82.53641270777143,1,8.197590627712916,229,31.048481531345228,96.92925480073612,1.9051145457386802,0.1,1.5188097950644097,15.455305889944793,0
78.75224075772368,0,12.023873082763785,0,56.71344454634215,99.0,7.883137060813169,0.1,0.9,13.523879621138153,0
77.02297836144442,1,11.191901639547531,117,55.43041442653035,97.54876065581901,8.601836590633889,0.1,2.8573547539438775,14.546281967457036,0
82.64145965894942,0,9.892872653051484,61,56.25403723789285,96.0,11.555926519439787,0.1,0.3075051719295625,15.746532065963287,0
77.77358502842802,0,5.804308272268609,2,62.80157255211802,92.86006238154995,7.201619663614716,0.1,0.7,13.891195009476004,0
71.96520181094135,2,7.7185777381402945,786,54.00323620065713,96.78266063019552,5.471630045273534,0.1,3.780982805142108,13.462485068818788,0
78.6869590817479,0,6.541084780514284,4,64.46087724524371,89.32602295630247,8.46912864277647,0.1,0.7,14.173918163495802,0
73.98146961594342,2,10.786564695650402,12,55.553606862318766,96.85572550724933,5.73362029782673,0.1,3.036068623187667,14.746393137681233,0
71.42680725889838,1,9.632808729692783,46,56.7730505146539,94.36311917655377,6.656425698813549,0.1,2.509077979413844,13.117871505932257,0
80.71579305651962,0,6.923221078771628,5,55.500937012015584,98.46129820204729,9.188608096751155,0.1,1.3,15.846129820204728,0
78.151531244376,0,6.162362491322966,3,63.35240624116228,94.49781250803429,7.858259363028908,0.1,0.7,13.750218749196572,0
75.44298953981784,1,9.506328421997399,12,55.44726315002168,98.89452630004337,6.444698983899383,0.1,2.341789450065054,14.979305289926273,0
81.10762827228316,0,10.370888743425478,9,57.368643979055136,97.68643979055142,8.807415968606113,0.1,0.9656780104724294,15.536018324645312,0
80.80431347666025,0,9.211347620727972,24,63.00431347666025,88.17789683939978,8.332210316060022,0.1,0.3,18.982210316060023,0
76.30880794294252,0,10.972364413663763,3,57.41846200825832,51.0,9.468025353978643,0.1,1.736924016516637,16.60978999624622,0
71.44877629814934,0,8.5025882357677,0,56.4653671105552,98.77561185092533,6.460634607203572,0.1,2.6224388149074676,15.342928295647729,0
81.88579066156034,0,9.754778424269576,301,63.62077937673724,96.85790661560324,9.621810622212589,0.1,0.49289533078016234,16.49236069985789,0
81.62225987547662,3,7.962757068487862,786,22.764896396865996,84.26026334604302,7.862071552520229,0.1,1.4,14.640753291825538,0
77.21198222973476,0,12.421108551940147,18,57.08499444679211,97.09331852477897,6.810530075451372,0.1,1.4290033319247328,13.78966037303106,0
72.0990034293408,0,12.229573358740055,19,56.68614138742537,96.99003429340797,6.923360327245026,0.1,2.544565549701491,14.142572408383085,0
72.24215130099509,0,11.136362617741984,8,56.919992373294754,94.0,7.319072599815449,0.1,2.417141767613536,12.754998093323687,0
76.90257260482579,0,9.19302905370391,0,57.16639004882173,98.0,7.218547726880141,0.1,1.8491286243544953,15.084481326823768,0
84.09625274734908,0,11.398074945053018,0,58.94616703297988,96.0,7.95287043954663,0.1,0.9,13.57308351648994,0
82.69647813903443,0,7.154445246786887,39,60.49126353807417,93.7979141596159,9.556296831191258,0.1,0.6191656638463576,17.88292017653775,0
85.46578897496029,0,11.361147027056226,37,58.79259921410469,93.58388189064982,10.51664872010695,0.1,1.4060442910063178,15.937582283597473,0
79.5943695211507,0,2.925887582968471,207,27.306508525477064,94.0,2.7678265581459867,0.1,1.923581061566339,12.965112705849714,0
81.89293752741999,2,7.880319689391553,436,42.0628935684712,96.46697113275386,5.0248344652074834,0.1,1.086331753970754,15.520274019478475,0
81.34215934055182,0,9.965658486218942,0,61.57352197834456,92.47386446850605,8.515272771653656,0.1,0.6473864468506044,18.93681807086586,0
82.12107238094423,0,7.250227188715298,0,57.07015788360513,96.3917982363376,9.087551978832629,0.1,0.9,17.895899118168803,0
76.47595681026294,0,9.829587875356156,0,52.07258748548208,93.0,8.545574086157771,0.1,2.220673864956175,15.393261350438253,0
81.63792478860964,0,7.472868885646814,1,66.61803880109066,80.11790180187785,8.350681868330804,0.1,0.7,14.47329532917299,0
81.37135941170236,3,7.844317746158902,779,22.799847120605236,98.14282074300125,7.81278507114247,0.1,1.4285641486002494,14.571410371500624,0
82.24368595285945,0,7.309385674523424,26,58.91552892928919,98.0,11.827184297642972,0.1,1.3,15.8,0
82.50157192271995,2,7.3264329105618256,446,35.7332531473521,97.7230955126222,9.369552589592866,0.1,1.2954050638844103,15.349214038640028,0
81.77085766732455,0,11.101544049441047,0,6.888465030900655,98.98352147271522,6.98300895621327,0.1,0.8934085890860888,13.939548465483467,0
80.0,0,10.687897297487783,1,58.657786541585374,98.57786541585372,7.425928847195125,0.1,0.9859288471951242,13.757786541585373,0
78.419193732639,0,12.938286681857884,0,54.8595968663195,97.0,9.417480414496888,0.1,0.7828219357634859,15.662620368923237,0
73.08422483923803,1,10.98184224839238,1,61.94213961417126,95.81577516076197,6.702112419619013,0.1,2.063155032152395,13.892112419619014,0
81.57879794200157,0,10.036602198313616,0,58.45759588400315,96.21202057998426,9.086076707202517,0.1,0.9,18.378797942001572,0
74.79257553139497,0,10.61271462761625,0,54.91972180755746,99.0,8.669466647731698,0.1,1.4,14.761717020929986,0
76.39773556818896,0,10.851715456295574,0,52.14983985141122,93.30420856644454,8.559352700174442,0.1,2.1695791433555454,14.943366853155636,0
81.35515911224229,1,9.720290037754761,150,62.63789778060573,91.0,8.840418366325348,0.1,0.6440323418368349,19.0,0
78.88458940752095,0,13.389988743259075,90,55.53070861754886,75.61192100279209,7.2392350987465095,0.1,0.2,17.561529802506982,0
88.08189506511678,1,9.335557002054774,597,57.26614366004247,96.08189506511678,8.40737055586051,0.1,0.474960774503185,15.70015690198726,0
71.61769145788514,0,11.819039816269026,0,56.158791815796334,99.0,7.471833841563999,0.1,2.3352750894777983,14.088133810548259,0
73.47315328266107,1,10.4,7,56.51603611101431,95.19639646455846,5.803531616052496,0.1,3.142882828353228,15.557117171646771,0
74.74635525849635,0,10.357343048109488,0,55.04114848491972,99.0,8.13109491981752,0.1,1.350520677357664,14.74739661321168,0
73.15259741558532,1,11.927284909334888,11,55.57041395373326,94.96712661525918,5.406594986446133,0.1,3.4539772613628386,14.617816538147926,0
77.09868682486987,0,10.95516580264219,0,58.22532829378253,96.4177609792751,8.278749172124538,0.1,0.9671043917100399,16.78849316010221,0
77.8063558723854,0,5.621747864905985,2,62.809533808578095,95.0,7.121917260722627,0.1,0.7,13.701588968096349,0
75.99924800071783,0,11.90912319765511,0,58.60037599964109,96.33208000119637,7.792004801268155,0.1,1.5339599994018136,14.5656640009571,0
85.66189614882522,2,10.175834569700669,357,41.153051519665205,97.26934254650789,8.66108789756035,0.1,0.5,16.046131490698425,0
79.6012811884676,0,10.035826776449026,31,58.902989439757704,92.16595489529578,8.643910989802551,0.1,0.733190979059157,18.65149471987885,0
78.77084334501721,0,6.802746878316272,3,64.62987946586489,88.29156654982786,8.515493953596819,0.1,0.7,14.270843345017212,0
81.85876546811907,0,7.28846258073685,1,59.358008249663506,90.70995875168246,8.927944018993957,0.1,0.814502062415877,18.1442634057032,0
79.65957344925197,0,6.129228373180363,7,55.884040260816924,92.16223340578247,9.754282290588337,0.1,0.7,17.148670021734745,0
77.29621774400727,0,13.60390243365018,8,52.503782255992725,96.01260751997576,9.534452691210666,0.1,0.6050430079903036,15.805043007990305,0
78.76097726544647,2,10.33169528338103,36,52.01634204290626,97.23902273455353,3.286620970222967,0.1,2.583047166189692,13.084879538901824,0
75.68150094469331,1,9.589033254552714,33,53.66917973548587,98.0,7.742527137410745,0.1,1.8438393953962822,15.756160604603718,0
80.28064637763084,0,10.831190519699204,0,58.624517102104676,96.84193913289252,7.373677565315701,0.1,0.9280646377630841,13.584193913289253,0
78.94389677879289,0,11.47659612029353,0,56.409741946982194,97.2194838939644,6.598767752283978,0.1,1.0,13.565845168189318,0
77.0238219753929,0,11.724371630211072,10,52.77617802460709,96.92059341535698,9.134938897242932,0.1,0.9682373661427882,16.168237366142787,0
78.53425175482982,0,10.74566180620973,3,56.08795245676175,87.53700701931928,10.387385194296265,0.1,0.9,16.726850350965965,0
81.37482388819517,1,11.96,25,59.82503522236097,97.18741194409758,8.732390810681002,0.1,0.5,15.731188360868307,0
73.52764065215855,1,10.55890099036718,786,61.99088526578582,93.29088526578582,6.997482760898751,0.1,2.1560052415271196,14.155281304317105,0
80.78287621663398,1,11.715735743713235,25,59.48384608188181,96.81906351386165,8.735217431979848,0.1,0.6990301347521783,15.85331108059368,0
84.45920624501446,0,6.529696811851879,0,57.22960312250723,93.54079375498554,8.498880936752169,0.1,0.7,17.545920624501445,0
81.08692716041301,0,7.189083456660811,0,57.16078148123902,95.57951440275338,9.076711687366723,0.1,0.9,17.986927160413007,0
80.43986476231413,0,11.986605559987387,0,56.56856498868163,95.6287002263675,10.750205859652153,0.1,1.5284748302243774,15.731435011318375,0
77.32686124469562,0,11.235554719686153,7,57.45288321010672,97.58649630320156,7.302390496013826,0.1,1.6538686382925034,14.772153327118598,0
79.67514582839733,0,9.920205064671356,0,56.48216368977105,96.0,9.363567262045791,0.1,1.1248541716026699,16.57134524091581,0
80.71924916480553,0,6.924440881696071,5,55.508865731024464,98.45926519717321,9.18984822972434,0.1,1.3,15.845926519717322,0
83.53119196925445,0,9.507247613247339,68,6.9,89.85321040804735,8.26229349182012,0.1,0.49266052040236746,18.713761387739645,0
79.68183154012335,0,9.736583115998972,0,6.0517362658249105,93.4710622362515,8.922974356537605,0.1,0.75173626582491,17.36909892407401,0
81.34847477573116,0,8.268441535644012,0,57.979774476706055,97.82824925243722,8.827480119610046,0.1,0.9,18.18282492524372,0
83.26254229578407,0,7.066670324320153,0,57.63689529000466,94.67041609474174,8.574139460369475,0.1,0.7670416094741745,17.801687242633786,0
78.20425695588145,0,9.881458947301127,0,53.23440398283935,97.17376159313574,5.874256955881446,0.1,1.0,12.673761593135744,0
79.97120140203307,2,9.264399298983461,786,56.57279158780153,96.28798597966922,8.212720841219847,0.1,0.5,15.257597195933844,0
76.74804357458385,0,13.170582481549337,0,52.26569586408444,86.17402178729192,6.942140395107177,0.1,0.40441307237515084,16.28701089364596,0
75.05974500859058,0,10.254790473369182,0,55.78929877362411,99.0,8.478802381657705,0.1,1.3100637478523534,14.979872504295294,0
81.85607553234644,0,6.995949645102378,3,54.99968528188986,98.76012588724406,9.461120691036246,0.1,1.3,15.876012588724405,0
81.28704201535851,0,10.100867450034226,0,54.267887959043975,94.0,1.4737634739589862,0.1,0.47098599488049697,15.65431036723518,0
75.71806018717656,2,9.743053848707163,73,55.08326604601835,98.0,6.108897470268792,0.1,1.9997347533610168,14.982735552740383,0
76.32728136288519,1,10.124473531641883,786,60.13299942023915,95.35105293671624,7.658826410382034,0.1,1.324473531641881,14.57552646835812,0
72.59859160435597,1,12.75915496261358,1,58.12183110980092,99.0,8.109201909135049,0.1,2.075352098911008,14.723708970659636,0
78.53022951697633,0,12.559049239590259,0,54.451147584881674,98.0,6.315344275464502,0.1,1.0,13.086032826393508,0
82.62092856747843,1,8.617657873061923,725,35.838878669787064,97.48371426991372,6.390242110347489,0.1,1.1830214242262742,15.075814286504313,0
87.05712483982896,0,11.580481295381794,443,59.957124839828964,94.0,9.655032364388521,0.1,0.5171374519486891,17.777150064068415,0
73.79875035086104,0,10.373171048938305,0,6.215855244691524,94.31710489383048,5.82855244691524,0.1,2.2,15.098750350861044,0
84.92891118896587,2,10.621742605592514,282,62.017227699561104,96.52871283260184,8.592633646344808,0.1,0.5,16.052871283260185,0
73.37492592561819,0,13.144119752891518,0,59.30835802479393,98.97910493801515,8.088089814668638,0.1,2.018805555786361,15.229253086778783,0
73.26585786170426,1,10.983658578617042,1,62.37805886809023,95.63414213829574,6.792928930852132,0.1,2.0268284276591473,13.982928930852133,0
79.84848231012259,0,10.712881516618209,0,58.485349939340345,99.0,7.504395018197897,0.1,0.9873735258435498,13.76212057753065,0
81.4162589210002,0,4.7011772767626425,99,22.322554952565156,95.0,4.837685555311515,0.1,1.4171196117357812,14.578170139962483,0
74.22757281080219,0,10.99205824864175,0,53.652676826233886,99.0,7.660083212345359,0.1,1.4674895984568301,14.260083212345359,0
73.8136728033139,0,11.994799138134393,0,60.46461104596502,99.0,7.616648753126727,0.1,1.8686327196686097,15.3,0
78.61643062220512,0,6.464537320727339,3,64.34678947404271,89.34820574081203,8.34648492849528,0.1,0.7,14.172143540735037,0
77.8058773648979,3,11.478488311276323,120,56.45293868244895,96.17488143717596,2.080018634934395,0.1,1.5896680240926864,15.787914969884142,0
74.94065957341024,2,8.632263013161683,77,53.43180430451669,97.71147451781157,6.394428994784125,0.1,2.453769421373887,14.715410192875371,0
78.4091281771906,0,10.379189669555073,0,53.95923066446473,97.77282044297648,6.589189669555074,0.1,1.0,12.886410221488243,0
76.22886558611523,1,10.842964393835029,39,55.98075627592317,98.34816450097176,5.576017661049502,0.1,2.0740822504858802,15.016295887475707,0
85.27927608845441,0,11.029194454050224,96,6.611710435381764,94.16217173463677,8.389819022113603,0.1,0.3117104353817642,18.639638044227205,0
76.43560778674757,1,9.322133693278278,11,55.0,98.6428819100587,7.022085149563211,0.1,1.9643228650880615,15.857118089941292,0
79.98935908238427,0,12.537877972873819,62,55.56011194993343,92.61169885298034,5.823599774741135,0.1,0.2611698852980338,16.865961376423595,0
79.96709764182286,0,7.82146490416561,5,65.4259559690244,90.46203574056484,9.780705618976906,0.1,0.5050619012580211,16.539257184903747,0
78.22212427067869,0,9.883629317298535,0,53.25796601504509,97.30531067669673,6.093629317298535,0.1,1.0,12.652655338348366,0
79.01724012253203,1,10.14706990810098,0,58.178735562362895,95.2126443763711,7.427127051206565,0.1,0.5637933129113288,16.18908206565352,0
78.7232325481937,1,9.564314616093116,4,54.25310296729988,97.93362129087515,8.497835864201166,0.1,1.0,16.496681064543758,0
73.67355176111666,1,10.28329111789077,786,61.180267993796384,92.48026799379637,6.720251653878362,0.1,2.3343410413647963,14.447103522233302,0
84.30632558106257,0,10.57374558127721,574,55.768372094687166,96.04051162840615,1.7531130231709542,0.1,0.6387348837874869,15.38152093041559,0
78.86040747203394,0,6.693492231111521,4,64.61722084494788,89.18508554465456,8.627193942004613,0.1,0.675321927379393,14.496136871447282,0
72.29926610498454,0,11.654534454458794,3,58.009843137584134,94.2575910354739,6.651895238015281,0.1,2.4128795517736945,16.287120448226307,0
82.54859271508703,2,8.649004294137441,786,19.040068812832494,90.16967611732349,6.465103477088991,0.1,1.3298194329605908,15.191263969275864,0
77.05776328373351,0,11.72786232890768,51,59.80195004781873,96.0,7.7846210626986805,0.1,1.382671014879948,15.209676424010816,0
81.7010090579144,1,8.69368306138757,786,58.25842602703238,96.0,9.59688185366565,0.1,0.46649849034759955,15.964984903475996,0
78.7260286857566,0,13.021081588101737,93,54.21502468427559,59.5894662996781,5.762939094692842,0.1,0.6424876578622052,16.77119679881519,0
78.42784149078825,0,11.130135503634197,1,55.4638166443174,86.53597515352915,9.180740667754836,0.1,0.9928049692941702,16.644317018423497,0
81.76829292476233,0,9.546219941453142,294,64.61951013952017,95.68292924762333,10.13292577728385,0.1,0.43414646238116683,17.25609598904483,0
83.63735621411736,0,10.476813218929413,51,60.50879313576479,95.56044063098044,8.596702086992103,0.1,0.727471242823472,18.160440630980442,0
80.1774736730337,1,9.498922948620224,139,59.71033260296628,91.55494734606741,8.282110311676401,0.1,0.6778021061573037,18.83351579617978,0
83.11058889123872,0,10.6605805279451,23,58.11763885951606,96.89411108761286,10.801653355891663,0.1,0.3894111087612851,16.07882221752257,0
82.38107481360578,0,6.416035827120193,0,56.73017913560096,92.38107481360578,8.678235195247114,0.1,0.7,17.55396417287981,0
79.40519452666587,1,12.231558357999761,66,58.93543639047733,97.72912721904534,7.530353328288073,0.1,0.540630917143199,16.119852810479724,0
80.4653075082629,0,11.303731857615023,1,5.963994466056336,97.18659288075115,8.417650358887338,0.1,0.7186592880751154,14.444022135774654,0
81.69452071366153,1,9.263898490331373,0,62.41844060386745,93.14120164691123,8.77910441721751,0.1,0.6,17.972918517779895,0
79.09536006570212,0,10.529743862025523,0,56.386080197106395,96.02319967148934,9.3588882989447,0.1,1.7,16.9,0
84.22495584671579,0,11.087943835849684,575,52.44393677132421,94.00351466006316,2.546713704827578,0.1,0.4667838220021053,15.199297067987368,0
84.15490314337612,0,10.847726388965844,100,6.415490314337611,93.73235471506416,8.32,0.1,0.4112742141559723,18.71127421415597,0
81.4369629872429,0,10.198815818332022,0,53.86809870068562,94.0,1.414794558351129,0.1,0.42101233758570267,15.334478960548497,0
80.82293002856078,0,12.94026001631972,341,56.14264239086157,91.34086291309762,7.571485332517432,0.1,0.2780287637699209,16.787884944920318,0
76.23276937912034,0,10.676295593820718,0,51.84096172390042,93.0,8.574096172390043,0.1,2.2,14.773731103020763,0
79.98807839205602,2,9.27033206021811,786,56.3721829147974,96.7199626704495,8.18443658295948,0.1,0.5,15.220055994325735,0
73.3266533171214,1,12.145068899137522,12,55.699160826240615,95.0,5.474491489664897,0.1,3.2733466828785933,14.445015018238417,0
78.35066187655428,3,9.715711989298383,10,52.80587651443188,98.7077817695381,5.575627838721495,0.1,3.264901662521927,13.102647506217108,0
72.18215403232878,1,10.9805228628219,0,59.05538508082196,94.17845967671217,7.858061975972641,0.1,2.3089229838356085,13.264308064657566,0
80.34128381208707,0,10.07540419182773,1,56.91826476388547,96.0,9.362460380964032,0.1,1.123019048201608,16.573811428920965,0
78.09532879325836,0,11.682873395074925,18,57.56588813220972,99.0,7.206588813220973,0.1,1.2341118677902738,14.521962710736576,0
88.01800655560045,0,12.050083671136253,68,55.838650478123505,89.18006555600455,1.9336977055398408,0.1,1.9819934443995455,15.710803933360271,0
72.47024828565922,1,13.202066564215507,0,57.54421553561104,99.0,8.3895044928007,0.1,2.107437928585195,14.862810357074027,0
84.93401686907426,1,10.579205709532825,786,62.13798832141013,94.81998702378903,10.700807266678144,0.1,0.936002595242194,16.9,0
80.29617642400198,0,10.117323496801381,32,60.36187773846533,93.21900438154454,8.204101831814459,0.1,0.5476244523069334,18.87809956184555,0
71.58057626540119,0,11.63823580716867,0,56.185302667570575,99.0,7.414040184696143,0.1,2.3511816005423456,14.172968536225845,0
79.04076059920747,0,6.959780553976733,4,54.93782543809792,93.8445635952448,9.6143695760317,0.1,0.7844563595244789,16.90293516110955,0
77.86915998287193,0,5.002151962318252,6,63.5017969283471,95.5089846417355,7.801466766200419,0.1,0.8145215443904849,14.054492320867745,0
82.09603294588777,0,7.754692542127151,0,6.154967843835226,91.45032156164775,8.880593252877848,0.1,0.8549678438352252,18.560936477393447,0
84.6962183008275,0,8.832522751195535,1,6.377788413523523,96.51842988730398,9.600373383831666,0.1,0.5592628045078408,16.714839631554888,0
75.87267289437467,1,10.505870336147646,13,53.98430497292821,98.08139695328983,7.3482538083877245,0.1,1.8110477149673656,15.580812589703653,0
82.04207931788272,1,9.459752779475567,786,63.694555225179144,96.90346552980456,9.42304466258469,0.1,0.5,16.842079317882735,0
73.63190815737424,0,10.900206611836158,1,60.15609754020013,56.079770393435616,6.269896694081921,0.1,2.5194548121787865,15.888780491959974,0
81.71116363264959,0,1.7989664417018703,15,31.42433537870838,97.0,4.3193680643837125,0.1,2.092557578233611,14.407442421766389,0
74.54063038963936,0,10.95032669271696,0,54.481260779278706,99.0,7.966257904804382,0.1,1.4,14.640630389639352,0
80.312150943292,0,6.780759156456,5,54.574934516964,98.69873473924,9.0437718090636,0.1,1.3,15.869873473924,0
85.0082125785112,0,11.45213140125618,2,59.12131401256179,96.0,7.800735262909274,0.1,0.9,13.660657006280896,0
72.40806646539603,0,12.560508416162653,0,59.43248597306224,98.29723780770861,7.752928355781463,0.1,2.6324859730622445,16.124419507666214,0
85.49959555753492,0,11.709078461838224,446,56.50937715860378,86.29911022657683,4.509215381617752,0.1,1.6600647107944122,15.669846311863271,0
81.7431931987316,1,9.727741236976666,10,58.37858856532726,95.71596599365802,9.126305810845759,0.1,0.8972772794926414,17.216336323044153,0
75.82888570158701,0,12.465640041482427,0,58.685557149206495,96.04814283597835,7.491031406137055,0.1,1.6759285820108232,14.338514268782683,0
71.90289499519199,0,10.795753680479468,0,58.28926398461436,96.0,7.291139843124542,0.1,2.438842001923205,12.977684003846411,0
81.9113583246347,1,7.231151413534992,786,61.42613193719559,96.14773612560882,9.584677947546783,0.1,0.5590944502435274,16.65115141353499,0
81.50068280993584,0,7.233902341613204,25,57.30136561987169,98.0,10.879477567569223,0.1,1.3,15.900341404967921,0
73.84745627288189,0,12.191867336855575,0,60.27626823174228,99.0,7.998305392526846,0.1,1.9186443140214768,15.240677842989262,0
82.83382849367482,0,9.717697501860346,22,57.06461850111621,96.0,11.459682646539754,0.1,0.4400067524184521,16.01846725204638,0
82.8675801310309,1,1.611252751128093,139,60.969877389602374,96.18533017952872,3.1620985225905454,0.1,0.8258679281885143,17.67374058708396,0
77.92103083780917,4,9.767364934049466,10,51.939484581095414,98.92103083780917,4.376583524060075,0.1,4.192103083780918,11.723690748657248,0
77.68024491504522,0,11.797500457029361,0,62.62097966018092,94.76048983009046,7.452710253631169,0.1,1.6437061019457229,15.411363220882398,0
73.02325303277989,1,12.859885528693074,1,59.02596389342979,99.0,8.121825274599146,0.1,1.979457827870019,15.061626516389943,0
